title,url,id
Ancient Near Eastern Languages.com,http://ancientworldonline.blogspot.com/2014/01/ancient-near-eastern-languagescom.html,"tag:blogger.com,1999:blog-116259103207720939.post-2025226708098554772"
Early Christian Writings,http://ancientworldonline.blogspot.com/2014/01/early-christian-writings.html,"tag:blogger.com,1999:blog-116259103207720939.post-1547433003038536656"
Open Access Journal: Çatalhöyük Archive Report,http://ancientworldonline.blogspot.com/2010/01/open-access-journal-catalhoyuk-archive.html,"tag:blogger.com,1999:blog-116259103207720939.post-8427336871079632182"
Open Access Journal: Mare Nostrum,http://ancientworldonline.blogspot.com/2012/04/open-access-journal-mare-nostrum.html,"tag:blogger.com,1999:blog-116259103207720939.post-2511790614469402249"
Open Access Archaeology Books from Cairn,http://ancientworldonline.blogspot.com/2014/01/open-access-archaeology-books-from-cairn.html,"tag:blogger.com,1999:blog-116259103207720939.post-6730820566622516105"
NOMOI: Bibliography on Ancient Greek Law,http://ancientworldonline.blogspot.com/2012/03/nomoi-bibliography-on-ancient-greek-law.html,"tag:blogger.com,1999:blog-116259103207720939.post-1055270708445496817"
(Partially) Open Access Journal: Revue d'assyriologie et d'archéologie orientale,http://ancientworldonline.blogspot.com/2009/08/open-access-journal-revue-dassyriologie.html,"tag:blogger.com,1999:blog-116259103207720939.post-5662255434850687714"
New Open Access Journal: Journal of GIS in Archaeology,http://ancientworldonline.blogspot.com/2014/01/new-open-access-journal-journal-of-gis.html,"tag:blogger.com,1999:blog-116259103207720939.post-8079467420592374041"
Open Access Journal: e-δialogos: Annual digital journal on research in Conservation and Cultural Heritage,http://ancientworldonline.blogspot.com/2014/01/open-access-journal-e-ialogos-annual.html,"tag:blogger.com,1999:blog-116259103207720939.post-3653173498665999396"
PECL: Prototype d'Encyclopédie Céramologique en Ligne,http://ancientworldonline.blogspot.com/2014/01/pecl-prototype-dencyclopedie.html,"tag:blogger.com,1999:blog-116259103207720939.post-6583102736372631123"
Online Critical Pseudepigrapha,http://ancientworldonline.blogspot.com/2010/11/pseudepigrapha-online.html,"tag:blogger.com,1999:blog-116259103207720939.post-5682322091095297815"
Open Access Journal: Etudes massaliètes,http://ancientworldonline.blogspot.com/2011/07/open-access-journal-etudes-massalietes.html,"tag:blogger.com,1999:blog-116259103207720939.post-2668002532828441034"
Centre Alexandrin d'Étude des Amphores,http://ancientworldonline.blogspot.com/2014/01/centre-alexandrin-detude-des-amphores.html,"tag:blogger.com,1999:blog-116259103207720939.post-8390080228729163098"
Centre d'Études Alexandrine Studies,http://ancientworldonline.blogspot.com/2014/01/centre-detudes-alexandrine-studies.html,"tag:blogger.com,1999:blog-116259103207720939.post-7405645711848445487"
Early volumes of Bibliotheca Aegyptiaca online,http://ancientworldonline.blogspot.com/2014/01/early-volumes-of-bibliotheca-aegyptiaca.html,"tag:blogger.com,1999:blog-116259103207720939.post-2980508746625460755"
Open Access Catalogue général des antiquités égyptiennes du Musée du Caire,http://ancientworldonline.blogspot.com/2014/01/open.html,"tag:blogger.com,1999:blog-116259103207720939.post-2258693104632971426"
Catalogue Online: Kinku. Seals of the Bronze Age from the Region of Gaziantep in Turkey,http://ancientworldonline.blogspot.com/2014/01/catalogue-online-kinku-seals-of-bronze.html,"tag:blogger.com,1999:blog-116259103207720939.post-6253188514259978195"
Gaziantep Regional Project Occasional Publications (GRPOP) Online,http://ancientworldonline.blogspot.com/2014/01/gaziantep-regional-project-occasional.html,"tag:blogger.com,1999:blog-116259103207720939.post-7208879068318509883"
Open Access Journal: Revue des études byzantines,http://ancientworldonline.blogspot.com/2010/12/open-access-journal-revue-des-etudes.html,"tag:blogger.com,1999:blog-116259103207720939.post-400797245010802167"
Open Access Journal: Symbolae Philologorum Posnaniensium,http://ancientworldonline.blogspot.com/2014/01/open-access-journal-symbolae.html,"tag:blogger.com,1999:blog-116259103207720939.post-5793808874041565478"
Arabia Felix,http://ancientworldonline.blogspot.com/2014/01/arabia-felix.html,"tag:blogger.com,1999:blog-116259103207720939.post-197296608351865230"
Open Access (OOP) Publications of the Nederlands Instituut voor het Nabije Oosten - Netherlands Institute for the Near East,http://ancientworldonline.blogspot.com/2014/01/open-access-oop-publications-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-5703417692913893620"
Archaeological Survey of Israel Online,http://ancientworldonline.blogspot.com/2013/02/online-archaeological-survey-of-israel.html,"tag:blogger.com,1999:blog-116259103207720939.post-1817654110906253879"
Newly Open Access Journal: Folia Orientalia,http://ancientworldonline.blogspot.com/2014/01/newly-open-access-journal-folia.html,"tag:blogger.com,1999:blog-116259103207720939.post-2023609116964516143"
Open Access Journal: Collectanea Philologica,http://ancientworldonline.blogspot.com/2014/01/open-access-journal-collectanea.html,"tag:blogger.com,1999:blog-116259103207720939.post-1736271107995040679"
Open Access Journal: Nuntius,http://ancientworldonline.blogspot.com/2014/01/open-access-journal-nuntius.html,"tag:blogger.com,1999:blog-116259103207720939.post-1909321759332139434"
New Open Access Journal: Tycho. Revista de iniciación en la investigación del teatro clásico y grecolatino y su tradición,http://ancientworldonline.blogspot.com/2014/01/new-open-access-jurnal-tycho-revista-de.html,"tag:blogger.com,1999:blog-116259103207720939.post-1176828344064622021"
New Open Access Journal: Rónai. Revista de estudos clássicos e tradutórios,http://ancientworldonline.blogspot.com/2014/01/new-open-access-journal-ronai-revista.html,"tag:blogger.com,1999:blog-116259103207720939.post-7268992755026503711"
Open Access Journal: Graeco-Latina Brunensia,http://ancientworldonline.blogspot.com/2014/01/open-access-journal-graeco-latina.html,"tag:blogger.com,1999:blog-116259103207720939.post-2795895368727645047"
Digital Epigraphy and Archaeology Project,http://ancientworldonline.blogspot.com/2014/01/digital-epigraphy-and-archaeology.html,"tag:blogger.com,1999:blog-116259103207720939.post-5750053138839212664"
Ostia: Harbour City of Ancient Rome,http://ancientworldonline.blogspot.com/2012/11/ostia-harbour-city-of-ancient-rome.html,"tag:blogger.com,1999:blog-116259103207720939.post-1874165422807938344"
News from the Cuneiform Digital Library Notes (CDLN),http://ancientworldonline.blogspot.com/2014/01/news-from-cuneiform-digital-library.html,"tag:blogger.com,1999:blog-116259103207720939.post-4908960556086007183"
Open Access Journal: Forum Classicum,http://ancientworldonline.blogspot.com/2012/05/open-access-journal-forum-classicum.html,"tag:blogger.com,1999:blog-116259103207720939.post-276924240552370268"
Open Access Journal: The Bible and Critical Theory,http://ancientworldonline.blogspot.com/2011/04/open-access-journal-bible-and-critical.html,"tag:blogger.com,1999:blog-116259103207720939.post-4127678108791480602"
International Catacomb Society Online,http://ancientworldonline.blogspot.com/2012/05/international-catacomb-society-oline.html,"tag:blogger.com,1999:blog-116259103207720939.post-3202468861368699190"
"BIBLE, JUDAISM, CHRISTIANITY via Google Book Search",http://ancientworldonline.blogspot.com/2014/01/bible-judaism-christianity-via-google.html,"tag:blogger.com,1999:blog-116259103207720939.post-3673503510004034041"
AGSL Digital Photo Archive - Asia and Middle East,http://ancientworldonline.blogspot.com/2014/01/agsl-digital-photo-archive-asia-and.html,"tag:blogger.com,1999:blog-116259103207720939.post-3140469734648829471"
Open Access Urkunden des aegyptischen Altertums,http://ancientworldonline.blogspot.com/2014/01/open-access-urkunden-des-aegyptischen.html,"tag:blogger.com,1999:blog-116259103207720939.post-8136828118710617602"
Happy New Year,http://ancientworldonline.blogspot.com/2014/01/happy-new-year.html,"tag:blogger.com,1999:blog-116259103207720939.post-7571090813242263445"
Open Access Journal: Studia Antiqua et Archaeologica,http://ancientworldonline.blogspot.com/2011/03/open-access-journal-studia-antiqua-et.html,"tag:blogger.com,1999:blog-116259103207720939.post-1827048823986280122"
Dittenberger-Vahlen Collection of Classical Texts Online,http://ancientworldonline.blogspot.com/2012/11/dittenberger-vahlen-collection-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-7285768122556450549"
Coming Soon: International Journal of the Society of Iranian Archaeologists,http://ancientworldonline.blogspot.com/2013/12/coming-soon-international-journal-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-8168438252623916245"
Dumbarton Oaks Hagiography Database,http://ancientworldonline.blogspot.com/2010/12/dumbarton-oaks-hagiography-database.html,"tag:blogger.com,1999:blog-116259103207720939.post-1956678586373352796"
Open Access Journal: HERMES: Revista del Mundo Clásico (UAM),http://ancientworldonline.blogspot.com/2013/01/open-access-journal-hermes-revista-del.html,"tag:blogger.com,1999:blog-116259103207720939.post-3855133504718894077"
Open Access to early volumes of ZDPV,http://ancientworldonline.blogspot.com/2009/12/open-access-to-early-volumes-of-zdpv.html,"tag:blogger.com,1999:blog-116259103207720939.post-3611072548002568417"
Open Access Journal: Palästinajahrbuch des Deutschen Evangelischen Instituts für Altertumswissenschaft des Heiligen Landes zu Jerusalem,http://ancientworldonline.blogspot.com/2013/12/open-acces-journal-palastinajahrbuch.html,"tag:blogger.com,1999:blog-116259103207720939.post-2334036405655426464"
Open Access Monographic Series: Oriental Institute Assyriological Studies (AS),http://ancientworldonline.blogspot.com/2013/12/open-access-monographic-series-oriental.html,"tag:blogger.com,1999:blog-116259103207720939.post-2310553175017692217"
Open Access Journal: L'Antiquité Classique,http://ancientworldonline.blogspot.com/2013/12/open-access-journal-lantiquite-classique.html,"tag:blogger.com,1999:blog-116259103207720939.post-7945682581620223967"
Open Accesss Journal: Acta Classica: Proceedings of the Classical Association of South Africa,http://ancientworldonline.blogspot.com/2013/12/open-accesss-journal-acta-classica.html,"tag:blogger.com,1999:blog-116259103207720939.post-681541710332808109"
Partially Open Access Journal: Arctos: Acta Philologica Fennica - Reviews,http://ancientworldonline.blogspot.com/2013/12/partially-open-access-journal-arctos.html,"tag:blogger.com,1999:blog-116259103207720939.post-3249042832054155165"
The Edfu Project Digital Library,http://ancientworldonline.blogspot.com/2010/05/edfu-projects-digital-library.html,"tag:blogger.com,1999:blog-116259103207720939.post-8158377649881136078"
Die Datenbanken des Edfu-Projekts,http://ancientworldonline.blogspot.com/2013/12/die-datenbanken-des-edfu-projekts.html,"tag:blogger.com,1999:blog-116259103207720939.post-8381650133141038059"
Open Access Journal: Albright News,http://ancientworldonline.blogspot.com/2011/11/open-access-journal-albright-news.html,"tag:blogger.com,1999:blog-116259103207720939.post-4845098476336996788"
"Open Access Proceedings: twenty-first conference of the International Organization for the Study of the Old Testament, 2013",http://ancientworldonline.blogspot.com/2013/12/open-access-proceedings-twenty-first.html,"tag:blogger.com,1999:blog-116259103207720939.post-5042748602720149533"
Open Access Journal: The Old Potter's Almanack,http://ancientworldonline.blogspot.com/2013/12/open-access-journal-old-potters-almanack.html,"tag:blogger.com,1999:blog-116259103207720939.post-2768636790009782655"
New Ancient World Content in JSTOR,http://ancientworldonline.blogspot.com/2013/12/new-ancient-world-content-in-jstor.html,"tag:blogger.com,1999:blog-116259103207720939.post-7900125702544263770"
Open Access Journal: NABU: Nouvelles Assyriologiques Brèves et Utilitaires,http://ancientworldonline.blogspot.com/2012/06/newly-open-access-journal-nabu.html,"tag:blogger.com,1999:blog-116259103207720939.post-3633275815226314642"
Database of Classical Scholars,http://ancientworldonline.blogspot.com/2013/12/database-of-classical-scholars.html,"tag:blogger.com,1999:blog-116259103207720939.post-8182947252303355382"
Documenta Catholica Omnia online,http://ancientworldonline.blogspot.com/2009/10/documenta-catholica-omnia-online.html,"tag:blogger.com,1999:blog-116259103207720939.post-1862134636646060613"
Open Access Journal: PalArch's Journal of Archaeology of Egypt / Egyptology,http://ancientworldonline.blogspot.com/2011/11/oprn-access-journal-palarchs-journal-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-1510380661031935619"
Open Access Journal: Nekhen News,http://ancientworldonline.blogspot.com/2010/07/open-access-journal-nekhen-news.html,"tag:blogger.com,1999:blog-116259103207720939.post-1896531718474385154"
Bible Gateway Blogger Grid (BG²),http://ancientworldonline.blogspot.com/2013/12/bible-gateway-blogger-grid-bg.html,"tag:blogger.com,1999:blog-116259103207720939.post-7066715818083696328"
Open Access Journal: Bulletin d’études orientales,http://ancientworldonline.blogspot.com/2009/12/open-access-to-bulletin-detudes.html,"tag:blogger.com,1999:blog-116259103207720939.post-4384286671862001990"
Proceedings: Perspektiven einer corpusbasierten historischen Linguistik und Philologie,http://ancientworldonline.blogspot.com/2013/12/proceedings-perspektiven-einer.html,"tag:blogger.com,1999:blog-116259103207720939.post-5617210220850903132"
"Open Access Book: Writing as Material Practice: Substance, surface and medium",http://ancientworldonline.blogspot.com/2013/12/open-access-book-writing-as-material.html,"tag:blogger.com,1999:blog-116259103207720939.post-2009975310016947687"
Open Access Journal: MELA Notes The Journal of the Middle East Librarians Association,http://ancientworldonline.blogspot.com/2012/02/open-access-journal-mela-notes-journal.html,"tag:blogger.com,1999:blog-116259103207720939.post-5039517065976136149"
Indica et Buddhica,http://ancientworldonline.blogspot.com/2010/01/indica-et-buddhica.html,"tag:blogger.com,1999:blog-116259103207720939.post-6450410568530171868"
Society for Iranian Archaeology Online,http://ancientworldonline.blogspot.com/2012/02/society-for-iranian-archaeology-online.html,"tag:blogger.com,1999:blog-116259103207720939.post-7696267810864720297"
Open Access Journal: Histara,http://ancientworldonline.blogspot.com/2011/07/open-access-journal-histara.html,"tag:blogger.com,1999:blog-116259103207720939.post-3872305943857269081"
Open Access Journal: Göttinger Forum für Altertumswissenschaft,http://ancientworldonline.blogspot.com/2012/11/open-access-journal-gottinger-forum-fur.html,"tag:blogger.com,1999:blog-116259103207720939.post-2692002173105284817"
New Open Access Journal: helden. heroes. héros: E-Journal zu Kulturen des Heroischen,http://ancientworldonline.blogspot.com/2013/12/new-open-access-journal-helden-heroes.html,"tag:blogger.com,1999:blog-116259103207720939.post-8638427959451969688"
The Arshama Letters from the Bodleian Library,http://ancientworldonline.blogspot.com/2013/12/the-arshama-letters-from-bodleian.html,"tag:blogger.com,1999:blog-116259103207720939.post-2867004132021275370"
Open Access Journal: Dictynna: revue de poétique latine,http://ancientworldonline.blogspot.com/2010/12/opn-access-journal-dictynna-revue-de.html,"tag:blogger.com,1999:blog-116259103207720939.post-2364992296002974343"
Open Access Series: Quaderni IMTO,http://ancientworldonline.blogspot.com/2013/07/new-open-access-series-quaderni-imto.html,"tag:blogger.com,1999:blog-116259103207720939.post-8998770719907843066"
Amarna Project Downloadable Resources,http://ancientworldonline.blogspot.com/2013/12/amarna-project-downloadable-resources.html,"tag:blogger.com,1999:blog-116259103207720939.post-8696002892601832734"
La médecine dans l'Egypte gréco-romaine,http://ancientworldonline.blogspot.com/2013/12/la-medecine-dans-legypte-greco-romaine.html,"tag:blogger.com,1999:blog-116259103207720939.post-5952242434893915142"
Corpus Papyrorum Latinarum,http://ancientworldonline.blogspot.com/2011/01/latin-papyrology.html,"tag:blogger.com,1999:blog-116259103207720939.post-4357344061293612756"
Open Yale Courses,http://ancientworldonline.blogspot.com/2013/12/open-yale-courses.html,"tag:blogger.com,1999:blog-116259103207720939.post-5052951071444905297"
ΛΟΓΕΙΟΝ News,http://ancientworldonline.blogspot.com/2013/12/news.html,"tag:blogger.com,1999:blog-116259103207720939.post-5572958587228554276"
Open Access Journal: TAARII Newsletter,http://ancientworldonline.blogspot.com/2011/07/open-access-journal-taarii-newsletter.html,"tag:blogger.com,1999:blog-116259103207720939.post-6314475966606894596"
Egyptology Books and Articles in PDF Online,http://ancientworldonline.blogspot.com/2013/12/egyptology-books-and-articles-in-pdf.html,"tag:blogger.com,1999:blog-116259103207720939.post-4383094701051396816"
ÄFKW: Ägyptologischen Forschungsstätte für Kulturwissenschaft,http://ancientworldonline.blogspot.com/2013/12/afkw-agyptologischen-forschungsstatte.html,"tag:blogger.com,1999:blog-116259103207720939.post-7619134746620187487"
Open Access Journal: ISAW Newsletter,http://ancientworldonline.blogspot.com/2010/01/open-access-journal-isaw-newsletter.html,"tag:blogger.com,1999:blog-116259103207720939.post-9063202836352797239"
Open Access Journal: ARTA: Achaemenid Research on Texts and Archaeology,http://ancientworldonline.blogspot.com/2009/07/open-access-journal-arta-achaemenid.html,"tag:blogger.com,1999:blog-116259103207720939.post-3990578357605053103"
Open Access Journal: Armenian Egyptology Centre Newsletter,http://ancientworldonline.blogspot.com/2011/10/open-access-journal-armenian-egyptology.html,"tag:blogger.com,1999:blog-116259103207720939.post-141253487382987199"
Arches: Heritage Inventory & Management System,http://ancientworldonline.blogspot.com/2013/12/arches-heritage-inventory-management.html,"tag:blogger.com,1999:blog-116259103207720939.post-1475357241050241183"
A Catalogue of Digital Editions,http://ancientworldonline.blogspot.com/2013/12/a-catalogue-of-digital-editions.html,"tag:blogger.com,1999:blog-116259103207720939.post-5012575474601057724"
Early Warnings: Classical Studies from The C.H. Beck catalogue,http://ancientworldonline.blogspot.com/2013/12/early-warnings-classical-studies-from.html,"tag:blogger.com,1999:blog-116259103207720939.post-192871254560613554"
The Leipzig Open Fragmentary Texts Series (LOFTS),http://ancientworldonline.blogspot.com/2013/12/the-leipzig-open-fragmentary-texts.html,"tag:blogger.com,1999:blog-116259103207720939.post-8567293827614337418"
"Open Access Forum: On the impact of armed conflict and revolution on archaeology in Libya, Egypt and Syria",http://ancientworldonline.blogspot.com/2013/12/open-access-forum-on-impact-of-armed.html,"tag:blogger.com,1999:blog-116259103207720939.post-6127944728714608948"
National Treasures Department of the Israel Antiquities Authority,http://ancientworldonline.blogspot.com/2010/02/open-access-national-treasures.html,"tag:blogger.com,1999:blog-116259103207720939.post-1459095974644038657"
Open Access Journal: Boletín Informativo de Amigos de la Egiptología (BIAE),http://ancientworldonline.blogspot.com/2011/03/open-access-journal-boletin-informativo.html,"tag:blogger.com,1999:blog-116259103207720939.post-7385854080843656142"
"La tradición literaria griega en los ss. III-IV d.C. Gramáticos, rétores y sofistas como fuentes de la literatura greco-latina",http://ancientworldonline.blogspot.com/2013/12/la-tradicion-literaria-griega-en-los-ss.html,"tag:blogger.com,1999:blog-116259103207720939.post-6835009292666444"
"Open Access Journal: Gouden Hoorn, Golden Horn: Journal of Byzantium",http://ancientworldonline.blogspot.com/2010/02/open-access-journal-gouden-hoorn.html,"tag:blogger.com,1999:blog-116259103207720939.post-6235850757940739945"
Open Access Journal: Cuadernos de la Fundación Pastor,http://ancientworldonline.blogspot.com/2010/10/open-access-journal-cuadernos-de-la.html,"tag:blogger.com,1999:blog-116259103207720939.post-1527027278148200731"
American Numismatic Society Digital Publications Project,http://ancientworldonline.blogspot.com/2010/03/american-numismatic-society-digital.html,"tag:blogger.com,1999:blog-116259103207720939.post-4818282104069319288"
Synallagma: Greek Contracts in Context [formerly titled: Greek Law in Roman Times],http://ancientworldonline.blogspot.com/2013/12/synallagma-greek-contracts-in-context.html,"tag:blogger.com,1999:blog-116259103207720939.post-1284961234304626269"
The Homer Multitext Project News,http://ancientworldonline.blogspot.com/2013/12/the-homer-multitext-project-news.html,"tag:blogger.com,1999:blog-116259103207720939.post-7699334021885367225"
The Center for the Study of New Testament Manuscripts (CSNTM): Manuscripts,http://ancientworldonline.blogspot.com/2013/12/the-center-for-study-of-new-testament.html,"tag:blogger.com,1999:blog-116259103207720939.post-5898090875362887917"
